,YEAR,MO,DY,HR,MN,Hs,Ta,BUOY
149,2021,1,4,2,30,1.92,2.54,155_imperial_beach
150,2021,1,4,3,0,1.65,1.68,155_imperial_beach
151,2021,1,4,3,30,1.85,1.86,155_imperial_beach
152,2021,1,4,4,0,2.11,3.04,155_imperial_beach
153,2021,1,4,4,30,1.94,2.55,155_imperial_beach
154,2021,1,4,5,0,1.92,2.73,155_imperial_beach
155,2021,1,4,5,30,1.82,2.36,155_imperial_beach
156,2021,1,4,6,0,1.84,2.37,155_imperial_beach
157,2021,1,4,6,30,1.74,2.27,155_imperial_beach
158,2021,1,4,7,0,1.92,2.88,155_imperial_beach
159,2021,1,4,7,30,1.93,3.04,155_imperial_beach
160,2021,1,4,8,0,1.62,2.05,155_imperial_beach
161,2021,1,4,8,30,1.55,2.12,155_imperial_beach
162,2021,1,4,9,0,1.58,2.47,155_imperial_beach
163,2021,1,4,9,30,1.53,2.53,155_imperial_beach
164,2021,1,4,10,0,1.55,2.48,155_imperial_beach
165,2021,1,4,10,30,1.62,2.32,155_imperial_beach
166,2021,1,4,11,0,1.65,2.82,155_imperial_beach
167,2021,1,4,11,30,1.61,2.68,155_imperial_beach
168,2021,1,4,12,0,1.5,1.82,155_imperial_beach
169,2021,1,4,12,30,1.55,2.02,155_imperial_beach
170,2021,1,4,13,0,1.53,1.95,155_imperial_beach
171,2021,1,4,13,30,1.6,2.41,155_imperial_beach
172,2021,1,4,14,0,1.47,2.02,155_imperial_beach
173,2021,1,4,14,30,1.66,2.23,155_imperial_beach
174,2021,1,4,15,0,1.67,2.58,155_imperial_beach
175,2021,1,4,15,30,1.6,2.16,155_imperial_beach
176,2021,1,4,16,0,1.55,2.16,155_imperial_beach
177,2021,1,4,16,30,1.67,2.3,155_imperial_beach
178,2021,1,4,17,0,1.59,2.33,155_imperial_beach
179,2021,1,4,17,30,1.34,1.32,155_imperial_beach
180,2021,1,4,18,0,1.74,2.41,155_imperial_beach
181,2021,1,4,18,30,1.6,2.54,155_imperial_beach
182,2021,1,4,19,0,1.59,2.05,155_imperial_beach
183,2021,1,4,19,30,1.55,1.69,155_imperial_beach
184,2021,1,4,20,0,1.59,1.74,155_imperial_beach
185,2021,1,4,20,30,1.51,1.29,155_imperial_beach
186,2021,1,4,21,0,1.73,0.98,155_imperial_beach
187,2021,1,4,21,30,1.56,14.3,155_imperial_beach
188,2021,1,4,22,0,1.74,0.69,155_imperial_beach
189,2021,1,4,22,30,1.62,14.2,155_imperial_beach
190,2021,1,4,23,0,1.68,14.3,155_imperial_beach
191,2021,1,4,23,30,1.63,14.0,155_imperial_beach
192,2021,1,5,0,0,1.63,13.7,155_imperial_beach
193,2021,1,5,0,30,1.65,13.6,155_imperial_beach
194,2021,1,5,1,0,1.53,13.4,155_imperial_beach
195,2021,1,5,1,30,1.75,0.43,155_imperial_beach
196,2021,1,5,2,0,1.77,0.78,155_imperial_beach
197,2021,1,5,2,30,1.64,0.48,155_imperial_beach
198,2021,1,5,3,0,1.64,1.23,155_imperial_beach
199,2021,1,5,3,30,1.65,1.39,155_imperial_beach
200,2021,1,5,4,0,1.64,1.24,155_imperial_beach
201,2021,1,5,4,30,1.46,0.79,155_imperial_beach
202,2021,1,5,5,0,1.52,0.51,155_imperial_beach
203,2021,1,5,5,30,1.6,0.4,155_imperial_beach
204,2021,1,5,6,0,1.56,0.49,155_imperial_beach
205,2021,1,5,6,30,1.63,0.72,155_imperial_beach
206,2021,1,5,7,0,1.5,11.8,155_imperial_beach
207,2021,1,5,7,30,1.57,0.18,155_imperial_beach
208,2021,1,5,8,0,1.37,12.1,155_imperial_beach
209,2021,1,5,8,30,1.56,0.34,155_imperial_beach
210,2021,1,5,9,0,1.41,11.9,155_imperial_beach
211,2021,1,5,9,30,1.49,0.13,155_imperial_beach
212,2021,1,5,10,0,1.46,11.4,155_imperial_beach
213,2021,1,5,10,30,1.47,0.04,155_imperial_beach
214,2021,1,5,11,0,1.52,0.23,155_imperial_beach
215,2021,1,5,11,30,1.56,0.68,155_imperial_beach
216,2021,1,5,12,0,1.43,0.08,155_imperial_beach
217,2021,1,5,12,30,1.55,0.3,155_imperial_beach
218,2021,1,5,13,0,1.57,0.25,155_imperial_beach
219,2021,1,5,13,30,1.57,0.13,155_imperial_beach
220,2021,1,5,14,0,1.5,0.19,155_imperial_beach
221,2021,1,5,14,30,1.58,0.28,155_imperial_beach
222,2021,1,5,15,0,1.57,0.89,155_imperial_beach
223,2021,1,5,15,30,1.51,0.18,155_imperial_beach
224,2021,1,5,16,0,1.48,0.05,155_imperial_beach
225,2021,1,5,16,30,1.49,0.42,155_imperial_beach
226,2021,1,5,17,0,1.42,10.1,155_imperial_beach
227,2021,1,5,17,30,1.61,0.54,155_imperial_beach
228,2021,1,5,18,0,1.58,0.55,155_imperial_beach
229,2021,1,5,18,30,1.5,11.3,155_imperial_beach
230,2021,1,5,19,0,1.55,0.21,155_imperial_beach
231,2021,1,5,19,30,1.67,0.85,155_imperial_beach
232,2021,1,5,20,0,1.53,0.32,155_imperial_beach
233,2021,1,5,20,30,1.54,0.29,155_imperial_beach
234,2021,1,5,21,0,1.54,0.34,155_imperial_beach
235,2021,1,5,21,30,1.43,13.0,155_imperial_beach
236,2021,1,5,22,0,1.51,0.18,155_imperial_beach
237,2021,1,5,22,30,1.47,14.0,155_imperial_beach
238,2021,1,5,23,0,1.49,14.2,155_imperial_beach
239,2021,1,5,23,30,1.57,0.0,155_imperial_beach
240,2021,1,6,0,0,1.4,13.5,155_imperial_beach
241,2021,1,6,0,30,1.39,0.01,155_imperial_beach
242,2021,1,6,1,0,1.57,0.55,155_imperial_beach
243,2021,1,6,1,30,1.59,0.72,155_imperial_beach
244,2021,1,6,2,0,1.5,0.49,155_imperial_beach
245,2021,1,6,2,30,1.61,0.81,155_imperial_beach
246,2021,1,6,3,0,1.76,1.5,155_imperial_beach
247,2021,1,6,3,30,1.5,0.91,155_imperial_beach
248,2021,1,6,4,0,1.4,0.11,155_imperial_beach
249,2021,1,6,4,30,1.5,0.98,155_imperial_beach
250,2021,1,6,5,0,1.58,1.36,155_imperial_beach
251,2021,1,6,5,30,1.49,1.21,155_imperial_beach
252,2021,1,6,6,0,1.69,1.96,155_imperial_beach
253,2021,1,6,6,30,1.57,1.29,155_imperial_beach
254,2021,1,6,7,0,1.59,1.12,155_imperial_beach
255,2021,1,6,7,30,1.53,1.01,155_imperial_beach
256,2021,1,6,8,0,1.69,1.36,155_imperial_beach
257,2021,1,6,8,30,1.66,1.29,155_imperial_beach
258,2021,1,6,9,0,1.68,1.68,155_imperial_beach
259,2021,1,6,9,30,1.77,1.14,155_imperial_beach
260,2021,1,6,10,0,1.56,0.61,155_imperial_beach
261,2021,1,6,10,30,1.61,0.88,155_imperial_beach
262,2021,1,6,11,0,1.76,1.27,155_imperial_beach
263,2021,1,6,11,30,1.59,0.49,155_imperial_beach
264,2021,1,6,12,0,1.75,1.67,155_imperial_beach
265,2021,1,6,12,30,1.74,1.52,155_imperial_beach
266,2021,1,6,13,0,1.76,1.51,155_imperial_beach
267,2021,1,6,13,30,1.8,1.37,155_imperial_beach
268,2021,1,6,14,0,1.7,1.4,155_imperial_beach
269,2021,1,6,14,30,1.71,1.39,155_imperial_beach
270,2021,1,6,15,0,1.76,1.34,155_imperial_beach
271,2021,1,6,15,30,1.61,0.95,155_imperial_beach
272,2021,1,6,16,0,1.85,1.89,155_imperial_beach
273,2021,1,6,16,30,1.68,1.58,155_imperial_beach
274,2021,1,6,17,0,1.81,1.49,155_imperial_beach
275,2021,1,6,17,30,1.67,0.79,155_imperial_beach
276,2021,1,6,18,0,1.69,1.15,155_imperial_beach
277,2021,1,6,18,30,1.66,1.29,155_imperial_beach
278,2021,1,6,19,0,1.65,1.29,155_imperial_beach
279,2021,1,6,19,30,1.76,1.08,155_imperial_beach
280,2021,1,6,20,0,1.91,1.36,155_imperial_beach
281,2021,1,6,20,30,1.71,0.59,155_imperial_beach
282,2021,1,6,21,0,1.73,0.99,155_imperial_beach
283,2021,1,6,21,30,1.61,0.72,155_imperial_beach
284,2021,1,6,22,0,1.68,0.75,155_imperial_beach
285,2021,1,6,22,30,1.65,0.99,155_imperial_beach
286,2021,1,6,23,0,1.55,0.41,155_imperial_beach
287,2021,1,6,23,30,1.52,0.65,155_imperial_beach
288,2021,1,7,0,0,1.56,0.57,155_imperial_beach
289,2021,1,7,0,30,1.62,0.93,155_imperial_beach
290,2021,1,7,1,0,1.41,0.78,155_imperial_beach
291,2021,1,7,1,30,1.52,0.98,155_imperial_beach
292,2021,1,7,2,0,1.33,0.44,155_imperial_beach
293,2021,1,7,2,30,1.41,0.29,155_imperial_beach
294,2021,1,7,3,0,1.56,0.55,155_imperial_beach
295,2021,1,7,3,30,1.48,0.09,155_imperial_beach
296,2021,1,7,4,0,1.57,0.28,155_imperial_beach
297,2021,1,7,4,30,1.64,0.61,155_imperial_beach
298,2021,1,7,5,0,1.48,12.9,155_imperial_beach
299,2021,1,7,5,30,1.46,0.26,155_imperial_beach
300,2021,1,7,6,0,1.55,0.73,155_imperial_beach
301,2021,1,7,6,30,1.38,0.54,155_imperial_beach
302,2021,1,7,7,0,1.44,0.6,155_imperial_beach
303,2021,1,7,7,30,1.54,0.56,155_imperial_beach
304,2021,1,7,8,0,1.46,0.66,155_imperial_beach
305,2021,1,7,8,30,1.51,0.25,155_imperial_beach
306,2021,1,7,9,0,1.54,0.59,155_imperial_beach
307,2021,1,7,9,30,1.52,0.5,155_imperial_beach
308,2021,1,7,10,0,1.52,0.26,155_imperial_beach
309,2021,1,7,10,30,1.49,0.0,155_imperial_beach
310,2021,1,7,11,0,1.38,11.3,155_imperial_beach
311,2021,1,7,11,30,1.48,0.14,155_imperial_beach
312,2021,1,7,12,0,1.31,10.6,155_imperial_beach
313,2021,1,7,12,30,1.44,10.0,155_imperial_beach
314,2021,1,7,13,0,1.43,9.5,155_imperial_beach
315,2021,1,7,13,30,1.41,0.01,155_imperial_beach
316,2021,1,7,14,0,1.31,13.8,155_imperial_beach
317,2021,1,7,14,30,1.36,10.4,155_imperial_beach
318,2021,1,7,15,0,1.41,0.25,155_imperial_beach
319,2021,1,7,15,30,1.46,0.38,155_imperial_beach
320,2021,1,7,16,0,1.43,10.5,155_imperial_beach
321,2021,1,7,16,30,1.58,0.71,155_imperial_beach
322,2021,1,7,17,0,1.63,0.7,155_imperial_beach
323,2021,1,7,17,30,1.55,0.33,155_imperial_beach
324,2021,1,7,18,0,1.68,0.8,155_imperial_beach
325,2021,1,7,18,30,1.52,0.35,155_imperial_beach
326,2021,1,7,19,0,1.74,0.91,155_imperial_beach
327,2021,1,7,19,30,1.52,12.8,155_imperial_beach
328,2021,1,7,20,0,1.86,1.76,155_imperial_beach
329,2021,1,7,20,30,1.68,0.65,155_imperial_beach
330,2021,1,7,21,0,1.99,1.47,155_imperial_beach
331,2021,1,7,21,30,1.68,0.45,155_imperial_beach
332,2021,1,7,22,0,2.02,1.8,155_imperial_beach
333,2021,1,7,22,30,1.71,0.77,155_imperial_beach
334,2021,1,7,23,0,1.64,0.84,155_imperial_beach
335,2021,1,7,23,30,1.44,0.16,155_imperial_beach
336,2021,1,8,0,0,1.38,13.6,155_imperial_beach
337,2021,1,8,0,30,1.55,0.4,155_imperial_beach
338,2021,1,8,1,0,1.52,0.42,155_imperial_beach
339,2021,1,8,1,30,1.73,1.54,155_imperial_beach
340,2021,1,8,2,0,1.63,1.45,155_imperial_beach
341,2021,1,8,2,30,1.58,1.24,155_imperial_beach
342,2021,1,8,3,0,1.53,1.11,155_imperial_beach
343,2021,1,8,3,30,1.41,0.8,155_imperial_beach
344,2021,1,8,4,0,1.42,1.09,155_imperial_beach
345,2021,1,8,4,30,1.45,0.77,155_imperial_beach
346,2021,1,8,5,0,1.34,0.56,155_imperial_beach
347,2021,1,8,5,30,1.49,0.96,155_imperial_beach
348,2021,1,8,6,0,1.56,1.34,155_imperial_beach
349,2021,1,8,6,30,1.53,0.92,155_imperial_beach
350,2021,1,8,7,0,1.68,1.43,155_imperial_beach
351,2021,1,8,7,30,1.49,0.93,155_imperial_beach
352,2021,1,8,8,0,1.64,1.67,155_imperial_beach
353,2021,1,8,8,30,1.53,1.47,155_imperial_beach
354,2021,1,8,9,0,1.35,0.83,155_imperial_beach
355,2021,1,8,9,30,1.4,1.27,155_imperial_beach
356,2021,1,8,10,0,1.51,1.43,155_imperial_beach
357,2021,1,8,10,30,1.66,1.59,155_imperial_beach
358,2021,1,8,11,0,1.35,0.81,155_imperial_beach
359,2021,1,8,11,30,1.44,0.82,155_imperial_beach
360,2021,1,8,12,0,1.57,1.08,155_imperial_beach
361,2021,1,8,12,30,1.54,1.02,155_imperial_beach
362,2021,1,8,13,0,1.51,1.39,155_imperial_beach
363,2021,1,8,13,30,1.56,1.24,155_imperial_beach
364,2021,1,8,14,0,1.54,1.64,155_imperial_beach
365,2021,1,8,14,30,1.49,1.52,155_imperial_beach
366,2021,1,8,15,0,1.48,1.22,155_imperial_beach
367,2021,1,8,15,30,1.35,0.67,155_imperial_beach
368,2021,1,8,16,0,1.58,1.33,155_imperial_beach
369,2021,1,8,16,30,1.46,0.94,155_imperial_beach
370,2021,1,8,17,0,1.57,1.35,155_imperial_beach
371,2021,1,8,17,30,1.43,1.22,155_imperial_beach
372,2021,1,8,18,0,1.63,1.63,155_imperial_beach
373,2021,1,8,18,30,1.56,1.25,155_imperial_beach
374,2021,1,8,19,0,1.52,1.1,155_imperial_beach
375,2021,1,8,19,30,1.55,0.86,155_imperial_beach
376,2021,1,8,20,0,1.38,0.13,155_imperial_beach
377,2021,1,8,20,30,1.53,0.78,155_imperial_beach
378,2021,1,8,21,0,1.51,0.47,155_imperial_beach
379,2021,1,8,21,30,1.47,13.1,155_imperial_beach
380,2021,1,8,22,0,1.46,0.13,155_imperial_beach
381,2021,1,8,22,30,1.32,13.5,155_imperial_beach
382,2021,1,8,23,0,1.43,13.6,155_imperial_beach
383,2021,1,8,23,30,1.54,13.6,155_imperial_beach
384,2021,1,9,0,0,1.65,12.2,155_imperial_beach
385,2021,1,9,0,30,1.52,11.5,155_imperial_beach
386,2021,1,9,1,0,1.54,12.0,155_imperial_beach
387,2021,1,9,1,30,1.6,12.2,155_imperial_beach
388,2021,1,9,2,0,1.39,12.3,155_imperial_beach
389,2021,1,9,2,30,1.53,12.2,155_imperial_beach
390,2021,1,9,3,0,1.53,0.01,155_imperial_beach
391,2021,1,9,3,30,1.58,12.0,155_imperial_beach
392,2021,1,9,4,0,1.56,11.6,155_imperial_beach
393,2021,1,9,4,30,1.48,11.5,155_imperial_beach
394,2021,1,9,5,0,1.39,11.3,155_imperial_beach
395,2021,1,9,5,30,1.46,11.7,155_imperial_beach
396,2021,1,9,6,0,1.51,0.38,155_imperial_beach
397,2021,1,9,6,30,1.52,0.13,155_imperial_beach
398,2021,1,9,7,0,1.51,0.22,155_imperial_beach
399,2021,1,9,7,30,1.54,0.83,155_imperial_beach
400,2021,1,9,8,0,1.5,0.79,155_imperial_beach
401,2021,1,9,8,30,1.59,1.18,155_imperial_beach
402,2021,1,9,9,0,1.72,1.95,155_imperial_beach
